sale_id,category_type,category,elevation,price_lo_lkr,price_hi_lkr
SALE_24_2025,off_grade,fannings_ctc_other,low,650.0,780.0
SALE_24_2025,off_grade,brokens_good,high,820.0,1080.0
SALE_24_2025,off_grade,brokens_good,medium,820.0,1160.0
SALE_24_2025,off_grade,brokens_good,low,830.0,1240.0
SALE_24_2025,off_grade,brokens_other,high,720.0,810.0
SALE_24_2025,off_grade,brokens_other,medium,720.0,810.0
SALE_24_2025,off_grade,brokens_other,low,670.0,820.0
SALE_24_2025,off_grade,bop1a_better,high,870.0,1000.0
SALE_24_2025,off_grade,bop1a_better,medium,870.0,960.0
SALE_24_2025,off_grade,bop1a_better,low,870.0,1400.0
SALE_24_2025,off_grade,bop1a_other,high,810.0,860.0
SALE_24_2025,off_grade,bop1a_other,medium,800.0,860.0
SALE_24_2025,off_grade,bop1a_other,low,770.0,860.0
SALE_24_2025,dust,primary_orth_better,high,1100.0,1500.0
SALE_24_2025,dust,primary_orth_better,medium,960.0,1060.0
SALE_24_2025,dust,primary_orth_better,low,980.0,1140.0
SALE_24_2025,dust,primary_ctc_better,high,1020.0,1240.0
SALE_24_2025,dust,primary_ctc_better,medium,1000.0,1180.0
SALE_24_2025,dust,primary_ctc_better,low,1120.0,1300.0
SALE_24_2025,dust,primary_orth_below_best,high,940.0,1080.0
SALE_24_2025,dust,primary_orth_below_best,medium,860.0,950.0
SALE_24_2025,dust,primary_orth_below_best,low,780.0,960.0
SALE_24_2025,dust,primary_ctc_other,high,830.0,1000.0
SALE_24_2025,dust,primary_ctc_other,medium,770.0,980.0
SALE_24_2025,dust,primary_ctc_other,low,710.0,1100.0
SALE_24_2025,dust,primary_orth_other,high,680.0,920.0
SALE_24_2025,dust,primary_orth_other,medium,680.0,850.0
SALE_24_2025,dust,primary_orth_other,low,680.0,770.0
SALE_24_2025,dust,secondary_better,high,900.0,1020.0
SALE_24_2025,dust,secondary_better,medium,,
SALE_24_2025,dust,secondary_better,low,950.0,1080.0
SALE_24_2025,dust,secondary_other,high,640.0,880.0
SALE_24_2025,dust,secondary_other,medium,640.0,760.0
SALE_24_2025,dust,secondary_other,low,650.0,940.0
SALE_26_2025,off_grade,fannings_orthodox_better,high,800.0,1140.0
SALE_26_2025,off_grade,fannings_orthodox_better,medium,800.0,850.0
SALE_26_2025,off_grade,fannings_orthodox_better,low,800.0,900.0
SALE_26_2025,off_grade,fannings_ctc_better,high,,
SALE_26_2025,off_grade,fannings_ctc_better,medium,820.0,
SALE_26_2025,off_grade,fannings_ctc_better,low,770.0,1100.0
SALE_26_2025,off_grade,fannings_orthodox_other,high,590.0,790.0
SALE_26_2025,off_grade,fannings_orthodox_other,medium,630.0,790.0
SALE_26_2025,off_grade,fannings_orthodox_other,low,600.0,790.0
SALE_26_2025,off_grade,fannings_ctc_other,high,,
SALE_26_2025,off_grade,fannings_ctc_other,medium,720.0,780.0
SALE_26_2025,off_grade,fannings_ctc_other,low,650.0,760.0
SALE_26_2025,off_grade,brokens_good,high,800.0,1020.0
SALE_26_2025,off_grade,brokens_good,medium,800.0,1200.0
SALE_26_2025,off_grade,brokens_good,low,810.0,1280.0
SALE_26_2025,off_grade,brokens_other,high,730.0,790.0
SALE_26_2025,off_grade,brokens_other,medium,710.0,790.0
SALE_26_2025,off_grade,brokens_other,low,650.0,800.0
SALE_26_2025,off_grade,bop1a_better,high,840.0,880.0
SALE_26_2025,off_grade,bop1a_better,medium,840.0,960.0
SALE_26_2025,off_grade,bop1a_better,low,840.0,1400.0
SALE_26_2025,off_grade,bop1a_other,high,810.0,830.0
SALE_26_2025,off_grade,bop1a_other,medium,790.0,820.0
SALE_26_2025,off_grade,bop1a_other,low,780.0,820.0
SALE_26_2025,dust,primary_orth_better,high,1140.0,1600.0
SALE_26_2025,dust,primary_orth_better,medium,980.0,1100.0
SALE_26_2025,dust,primary_orth_better,low,960.0,1280.0
SALE_26_2025,dust,primary_ctc_better,high,1000.0,1140.0
SALE_26_2025,dust,primary_ctc_better,medium,1020.0,1120.0
SALE_26_2025,dust,primary_ctc_better,low,1140.0,1360.0
