params,mean_test_score,std_test_score,rank_test_score,Segment,Model,mean_test_RMSE
"{'model__max_depth': 16, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}",-144.796926551927,12.324033605740809,14,off_grade,Random Forest,144.796926551927
"{'model__max_depth': 16, 'model__min_samples_leaf': 5, 'model__n_estimators': 400}",-145.3446794940843,11.972927638594427,17,off_grade,Random Forest,145.3446794940843
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",-152.64002993736128,15.873889796236156,16,dust,XGBoost,152.64002993736128
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",-154.5187140665178,18.737795881114476,26,dust,XGBoost,154.5187140665178
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",-153.63620402266505,12.596529569723549,23,dust,XGBoost,153.63620402266505
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",-154.5969907442032,15.979360651426969,28,dust,XGBoost,154.5969907442032
"{'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",-148.96350235462722,15.30188449056969,7,dust,XGBoost,148.96350235462722
"{'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",-154.5940732073475,17.748139408645088,27,dust,XGBoost,154.5940732073475
"{'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 0.8}",-149.63209542481735,13.823280703386324,10,dust,XGBoost,149.63209542481735
"{'model__learning_rate': 0.03, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 1.0}",-155.92454747076516,16.41910722196765,34,dust,XGBoost,155.92454747076516
"{'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 0.8}",-147.0600736102503,15.654360299592073,3,dust,XGBoost,147.0600736102503
"{'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 1.0}",-152.79655673244326,17.66162156939132,19,dust,XGBoost,152.79655673244326
"{'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 0.8}",-147.30985943411477,15.03857493960986,5,dust,XGBoost,147.30985943411477
"{'model__learning_rate': 0.03, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 1.0}",-152.96152257774662,17.22254115246844,20,dust,XGBoost,152.96152257774662
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",-151.59767246948428,13.368648796337936,13,dust,XGBoost,151.59767246948428
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",-153.30711337816328,15.655080741877383,22,dust,XGBoost,153.30711337816328
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",-153.1536231582911,10.533207835843337,21,dust,XGBoost,153.1536231582911
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",-154.80521934107082,13.535050994592025,29,dust,XGBoost,154.80521934107082
"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",-147.2986301727139,13.487662616751727,4,dust,XGBoost,147.2986301727139
"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",-154.22334922279188,14.798494261219119,24,dust,XGBoost,154.22334922279188
"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 0.8}",-147.71215881034132,12.942938708866164,6,dust,XGBoost,147.71215881034132
"{'model__learning_rate': 0.05, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 1.0}",-154.49506379080702,14.637183150095655,25,dust,XGBoost,154.49506379080702
"{'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 0.8}",-146.901012922177,14.460801448366826,2,dust,XGBoost,146.901012922177
"{'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 1.0}",-152.71673694613744,17.504470754377675,17,dust,XGBoost,152.71673694613744
"{'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 0.8}",-146.88347779514157,14.252753918747226,1,dust,XGBoost,146.88347779514157
"{'model__learning_rate': 0.05, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 1.0}",-152.75228453955384,17.410043116472064,18,dust,XGBoost,152.75228453955384
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",-154.95858224586692,10.914706892420782,30,dust,XGBoost,154.95858224586692
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",-156.40962119921008,12.644662278464521,35,dust,XGBoost,156.40962119921008
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",-155.77868231255883,9.061395074286427,33,dust,XGBoost,155.77868231255883
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",-157.51966972535416,11.276523261934365,36,dust,XGBoost,157.51966972535416
"{'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 0.8}",-149.23095025076674,16.138726596162957,9,dust,XGBoost,149.23095025076674
"{'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__subsample': 1.0}",-155.5222507423269,13.449828754188735,31,dust,XGBoost,155.5222507423269
"{'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 0.8}",-149.21701053453347,15.95728424590857,8,dust,XGBoost,149.21701053453347
"{'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 400, 'model__subsample': 1.0}",-155.5619200378361,13.319710924276503,32,dust,XGBoost,155.5619200378361
"{'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 0.8}",-151.03340625493703,14.472356332092389,11,dust,XGBoost,151.03340625493703
"{'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 200, 'model__subsample': 1.0}",-152.0014159155531,17.146094776102725,14,dust,XGBoost,152.0014159155531
"{'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 0.8}",-151.03650776466614,14.467130452368345,12,dust,XGBoost,151.03650776466614
"{'model__learning_rate': 0.1, 'model__max_depth': 7, 'model__n_estimators': 400, 'model__subsample': 1.0}",-152.00223685178838,17.141672928586637,15,dust,XGBoost,152.00223685178838
"{'model__learning_rate': 0.03, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 0.8}",-152.46887434204888,19.812688565659133,1,dust,LightGBM,152.46887434204888
"{'model__learning_rate': 0.03, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 1.0}",-152.46887434204888,19.812688565659133,1,dust,LightGBM,152.46887434204888
"{'model__learning_rate': 0.03, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 0.8}",-152.46887434204888,19.812688565659133,1,dust,LightGBM,152.46887434204888
"{'model__learning_rate': 0.03, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 1.0}",-152.46887434204888,19.812688565659133,1,dust,LightGBM,152.46887434204888
"{'model__learning_rate': 0.03, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 0.8}",-153.5353813057563,18.078252168812188,5,dust,LightGBM,153.5353813057563
"{'model__learning_rate': 0.03, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 1.0}",-153.5353813057563,18.078252168812188,5,dust,LightGBM,153.5353813057563
"{'model__learning_rate': 0.03, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 0.8}",-153.5353813057563,18.078252168812188,5,dust,LightGBM,153.5353813057563
"{'model__learning_rate': 0.03, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 1.0}",-153.5353813057563,18.078252168812188,5,dust,LightGBM,153.5353813057563
"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 0.8}",-154.31416681066767,17.50583903683614,9,dust,LightGBM,154.31416681066767
"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 1.0}",-154.31416681066767,17.50583903683614,9,dust,LightGBM,154.31416681066767
"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 0.8}",-154.31416681066767,17.50583903683614,9,dust,LightGBM,154.31416681066767
"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 1.0}",-154.31416681066767,17.50583903683614,9,dust,LightGBM,154.31416681066767
"{'model__learning_rate': 0.05, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 0.8}",-156.29925414823455,18.379080620606263,17,dust,LightGBM,156.29925414823455
"{'model__learning_rate': 0.05, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 1.0}",-156.29925414823455,18.379080620606263,17,dust,LightGBM,156.29925414823455
"{'model__learning_rate': 0.05, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 0.8}",-156.29925414823455,18.379080620606263,17,dust,LightGBM,156.29925414823455
"{'model__learning_rate': 0.05, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 1.0}",-156.29925414823455,18.379080620606263,17,dust,LightGBM,156.29925414823455
"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 0.8}",-155.03159468828048,16.502137391085128,13,dust,LightGBM,155.03159468828048
"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 31, 'model__subsample': 1.0}",-155.03159468828048,16.502137391085128,13,dust,LightGBM,155.03159468828048
"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 0.8}",-155.03159468828048,16.502137391085128,13,dust,LightGBM,155.03159468828048
"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 63, 'model__subsample': 1.0}",-155.03159468828048,16.502137391085128,13,dust,LightGBM,155.03159468828048
"{'model__learning_rate': 0.1, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 0.8}",-156.8627746542756,18.712153607755084,21,dust,LightGBM,156.8627746542756
"{'model__learning_rate': 0.1, 'model__n_estimators': 400, 'model__num_leaves': 31, 'model__subsample': 1.0}",-156.8627746542756,18.712153607755084,21,dust,LightGBM,156.8627746542756
"{'model__learning_rate': 0.1, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 0.8}",-156.8627746542756,18.712153607755084,21,dust,LightGBM,156.8627746542756
"{'model__learning_rate': 0.1, 'model__n_estimators': 400, 'model__num_leaves': 63, 'model__subsample': 1.0}",-156.8627746542756,18.712153607755084,21,dust,LightGBM,156.8627746542756
"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 100}",-166.91936695040107,19.693150843322485,27,dust,Gradient Boosting,166.91936695040107
"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 200}",-161.7259605376318,19.466257343409204,21,dust,Gradient Boosting,161.7259605376318
"{'model__learning_rate': 0.03, 'model__max_depth': 2, 'model__n_estimators': 400}",-162.65141096562644,18.580601801941796,23,dust,Gradient Boosting,162.65141096562644
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 100}",-152.32021317530345,19.111921938239803,6,dust,Gradient Boosting,152.32021317530345
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 200}",-151.42992700622204,18.00039930153795,3,dust,Gradient Boosting,151.42992700622204
"{'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__n_estimators': 400}",-151.39882800516384,13.33691989599607,2,dust,Gradient Boosting,151.39882800516384
"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 100}",-151.08290767595236,17.684539312680783,1,dust,Gradient Boosting,151.08290767595236
"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 200}",-151.81219242589782,16.931886883895217,4,dust,Gradient Boosting,151.81219242589782
"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__n_estimators': 400}",-152.00542291361438,16.100503063137655,5,dust,Gradient Boosting,152.00542291361438
"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 100}",-162.15950062818825,19.1135640031375,22,dust,Gradient Boosting,162.15950062818825
"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 200}",-160.25384808599762,17.955101861172466,19,dust,Gradient Boosting,160.25384808599762
"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 400}",-162.9555230160833,14.399581592293282,24,dust,Gradient Boosting,162.9555230160833
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 100}",-152.53917931292574,18.46007687478833,8,dust,Gradient Boosting,152.53917931292574
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 200}",-153.00431698398546,14.703856622338696,11,dust,Gradient Boosting,153.00431698398546
"{'model__learning_rate': 0.05, 'model__max_depth': 3, 'model__n_estimators': 400}",-154.0181505165264,12.958655164244956,14,dust,Gradient Boosting,154.0181505165264
"{'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__n_estimators': 100}",-152.88175993828696,19.101252415924197,9,dust,Gradient Boosting,152.88175993828696
"{'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__n_estimators': 200}",-152.95068823251444,17.47580136683936,10,dust,Gradient Boosting,152.95068823251444
"{'model__learning_rate': 0.05, 'model__max_depth': 4, 'model__n_estimators': 400}",-153.73807140625786,16.191977098359068,13,dust,Gradient Boosting,153.73807140625786
"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 100}",-161.10221285250995,17.978968463236228,20,dust,Gradient Boosting,161.10221285250995
"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 200}",-164.01828225418342,14.551731249880342,25,dust,Gradient Boosting,164.01828225418342
"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 400}",-166.59743789309363,14.123668921496629,26,dust,Gradient Boosting,166.59743789309363
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 100}",-152.32065362525304,16.382395728927793,7,dust,Gradient Boosting,152.32065362525304
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200}",-153.63996171643495,15.874258768131197,12,dust,Gradient Boosting,153.63996171643495
"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 400}",-154.98949841927157,15.710696619123585,16,dust,Gradient Boosting,154.98949841927157
"{'model__learning_rate': 0.1, 'model__max_depth': 4, 'model__n_estimators': 100}",-154.47397534009784,18.36888902793589,15,dust,Gradient Boosting,154.47397534009784
"{'model__learning_rate': 0.1, 'model__max_depth': 4, 'model__n_estimators': 200}",-155.03564509747403,17.818664034828373,17,dust,Gradient Boosting,155.03564509747403
"{'model__learning_rate': 0.1, 'model__max_depth': 4, 'model__n_estimators': 400}",-155.28269462540112,17.62859045545783,18,dust,Gradient Boosting,155.28269462540112
"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-143.56618383748028,17.6808382384457,2,dust,Random Forest,143.56618383748028
"{'model__max_depth': None, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",-143.64150908911515,17.86382315364967,4,dust,Random Forest,143.64150908911515
"{'model__max_depth': None, 'model__min_samples_leaf': 3, 'model__n_estimators': 200}",-145.8178639414486,18.617133762160314,12,dust,Random Forest,145.8178639414486
"{'model__max_depth': None, 'model__min_samples_leaf': 3, 'model__n_estimators': 400}",-145.56142259850026,18.975259876800703,10,dust,Random Forest,145.56142259850026
"{'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}",-149.27511156677107,20.604230878673377,16,dust,Random Forest,149.27511156677107
"{'model__max_depth': None, 'model__min_samples_leaf': 5, 'model__n_estimators': 400}",-149.19630332410642,20.502610272234687,13,dust,Random Forest,149.19630332410642
"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-143.87462294741098,18.68459415269901,6,dust,Random Forest,143.87462294741098
"{'model__max_depth': 8, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",-143.71812040268688,18.414569202249275,5,dust,Random Forest,143.71812040268688
"{'model__max_depth': 8, 'model__min_samples_leaf': 3, 'model__n_estimators': 200}",-145.48973348074657,18.71418066872534,8,dust,Random Forest,145.48973348074657
"{'model__max_depth': 8, 'model__min_samples_leaf': 3, 'model__n_estimators': 400}",-145.3198631744566,19.21908432679178,7,dust,Random Forest,145.3198631744566
"{'model__max_depth': 8, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}",-149.3315995729311,20.68373714932898,18,dust,Random Forest,149.3315995729311
"{'model__max_depth': 8, 'model__min_samples_leaf': 5, 'model__n_estimators': 400}",-149.2647711181377,20.52084495361593,15,dust,Random Forest,149.2647711181377
"{'model__max_depth': 16, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-143.5432526125675,17.57658568328973,1,dust,Random Forest,143.5432526125675
"{'model__max_depth': 16, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",-143.6276365989684,17.81389575315975,3,dust,Random Forest,143.6276365989684
"{'model__max_depth': 16, 'model__min_samples_leaf': 3, 'model__n_estimators': 200}",-145.81116735338955,18.610625435963524,11,dust,Random Forest,145.81116735338955
"{'model__max_depth': 16, 'model__min_samples_leaf': 3, 'model__n_estimators': 400}",-145.5580934454278,18.972001233407624,9,dust,Random Forest,145.5580934454278
"{'model__max_depth': 16, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}",-149.2751115667711,20.604230878673377,17,dust,Random Forest,149.2751115667711
"{'model__max_depth': 16, 'model__min_samples_leaf': 5, 'model__n_estimators': 400}",-149.19630332410642,20.502610272234673,13,dust,Random Forest,149.19630332410642
